"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Hdac1",5457.84019136588,-0.0517001297651014,0.0312958035287338,-1.65198281992132,0.0985380531527819,0.162691260617356
"Stpg1",7.26974664908112,-1.14164076035845,0.794807213399064,-1.43637443283399,0.150895824302834,0.236329180386244
"Nipal3",1001.07263574772,-0.159727285619485,0.0647689127661194,-2.46611034210594,0.0136589250336861,0.0270674484802925
"Csmd2",1.12356398232126,1.25575929380943,1.92723352140436,0.651586473493037,0.51466797606205,0.637660564628186
"Zbtb8a",700.970728234991,-0.981497753801388,0.0799409015241361,-12.2777919073761,1.19207498817278e-34,8.61266517804525e-34
"Srrm1",9300.24539413013,0.0522694961703155,0.026736114381487,1.95501468255644,0.0505813372913656,0.0897892616184323
"Yars",7082.20958161446,-0.464280548715264,0.0288099381806186,-16.1152913902329,1.99222672703989e-58,2.08340584794256e-57
"Sfpq",24445.5932591883,0.0686722091715716,0.0241347582033022,2.84536553435102,0.00443604844336081,0.0094746948988814
"Syf2",1530.67509102437,-0.0620025971575812,0.0545151703328196,-1.13734574759742,0.255393777412955,0.368543334275905
"Tmem50a",3704.56426981288,-0.268135471564136,0.0383649026547383,-6.98908254706649,2.76689598799041e-12,1.08456920142916e-11
"Rhd",9.97416015074679,-1.53662122403254,0.671001175075954,-2.29004252318724,0.0220188517285391,0.0420371794399654
"Maco1",3720.02774802492,-0.0726246320715903,0.0362459097219657,-2.00366421007716,0.0451060425670865,0.0809518088344806
"AU040320",2536.64275322984,0.106138184673451,0.0439209403944414,2.41657359155461,0.0156673588250013,0.0307064937082748
"Stmn1",8112.22642859483,0.0364028737663918,0.0291852233052904,1.2473049592803,0.212285699728915,0.316346213726466
"Ncdn",2110.08703681863,0.241462892155566,0.0518891433041552,4.65343763222681,3.2644637389639e-06,9.31094795215835e-06
"Trim63",16.9295177356153,-4.4893122639046,0.772479518757237,-5.81156154292219,6.18927713657309e-09,2.08697821143835e-08
"Slc30a2",17.8248420066435,1.00902847792283,0.483399731748584,2.08735837372708,0.0368557517743531,0.0673875516706965
