"","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant"
"Icam5",-1.30309732596332,0.830676389423375,-6.84852093753346,8.41320897511838e-06,1.82902790499884e-05,1.97618501626591,"down"
"Iqcb1",-0.429355582406488,3.68003400766513,-6.84786195113162,8.42202709985576e-06,1.83065539238364e-05,1.97508248976934,"stable"
"Grin2d",-1.1685888759889,1.18547766599707,-6.84493711572403,8.46128296950084e-06,1.83889742461764e-05,1.97018835476731,"down"
"Mlf2",0.150148563762593,8.24062582020476,6.84461376014314,8.4656347218699e-06,1.8395523101562e-05,1.96964721306892,"stable"
"Eif1",0.129788996679112,8.30186355105758,6.84362451376676,8.47896274240255e-06,1.84215719145717e-05,1.96799160403585,"stable"
"Ddx24",0.211498245532943,6.63814356575579,6.84174950639219,8.50428520665241e-06,1.84736677541063e-05,1.96485322216012,"stable"
"Zfp964",-1.88437227247499,0.261018940510849,-6.84106464889645,8.51355423275533e-06,1.84908801161487e-05,1.96370679294204,"down"
"Mcee",-0.664657291891128,2.52353276062736,-6.84093130721549,8.51536014817686e-06,1.84918802143376e-05,1.96348357603122,"down"
"Nmnat2",-0.559202457773686,3.3210252185434,-6.84072902111729,8.51810058380032e-06,1.84949090716827e-05,1.96314494012634,"stable"
"Cspg4",-1.12796018765386,1.83972958586769,-6.83940677740426,8.53603634184566e-06,1.85309245746844e-05,1.96093131123846,"down"
"Osgin2",0.458677717628284,4.01582920813283,6.83788343736372,8.55674921393366e-06,1.85729566008061e-05,1.95838072908319,"stable"
"Phc3",-0.243712266861945,6.76167258077909,-6.83728159554126,8.56494704439294e-06,1.85878149657566e-05,1.95737295883484,"stable"
"Zfas1",-0.321521213397623,5.48661173971828,-6.8363217894136,8.57803790908188e-06,1.86132859208117e-05,1.95576568578933,"stable"
"Preb",0.185659164660544,7.14663108789355,6.83471048276733,8.6000620358883e-06,1.86581298533937e-05,1.95306714646907,"stable"
"Nedd8",0.217284781187937,5.77462067475335,6.83250788712966,8.63026457130599e-06,1.87207001685653e-05,1.94937778509407,"stable"
"ENSMUSG00000121132",1.5132937672804,-0.591205069449152,6.83229523994812,8.63318634852834e-06,1.87240828742581e-05,1.94902156553374,"up"
"Spred3",-0.523687905383275,3.91299079837133,-6.83131965485306,8.64660426842988e-06,1.87502254757495e-05,1.94738722027041,"stable"
"Zfp759",-0.783662299987406,2.37566414761673,-6.83029564819149,8.66071179029734e-06,1.87778550001336e-05,1.94567162056123,"down"
"Naa50",0.196754332581361,7.57974402723233,6.82940360138034,8.6730210839485e-06,1.88015775674745e-05,1.94417698981143,"stable"
"Prpf8",-0.122831306570284,9.55503217890465,-6.82791771466104,8.69356565310618e-06,1.88431424595949e-05,1.94168714070252,"stable"
"Hsf2",0.319420749391495,5.04824467442881,6.82725489839535,8.70274658541331e-06,1.88600676553012e-05,1.94057638747312,"stable"
"Ptgs2os",1.59961138775346,0.399851336263907,6.82678722489375,8.70923066056348e-06,1.88711439695388e-05,1.93979262095143,"up"
"Chchd4",0.334360027201653,4.53008465750205,6.82211224862123,8.77432732493545e-06,1.90091984164427e-05,1.93195630133488,"stable"
"Sema4b",0.217192775056561,5.75249709655844,6.82130173881593,8.78566527761862e-06,1.90307617928432e-05,1.93059740698358,"stable"
"Gemin7",-0.237928005552566,5.26810253900316,-6.82077403245619,8.79305547787514e-06,1.90437684349064e-05,1.92971261160208,"stable"
"Toe1",0.386788321608208,4.02128749856896,6.82058225188023,8.79574286736768e-06,1.90465873592408e-05,1.92939104750306,"stable"
"Postn",1.28924795372107,0.366262969308535,6.8192637491904,8.81424225584077e-06,1.90832777743135e-05,1.92718014279203,"up"
"Ruvbl1",0.199924865601217,6.15266219644974,6.81917680902036,8.81546351783441e-06,1.90832777743135e-05,1.92703435077406,"stable"
"Cry2",0.293388145241597,4.86322450862086,6.81890657960888,8.81926060984246e-06,1.90863573873539e-05,1.92658119027982,"stable"
"Creb1",-0.179566730002288,6.71596132789782,-6.81887791090172,8.81966354533503e-06,1.90863573873539e-05,1.92653311379637,"stable"
"Elp5",0.220717118363713,5.66128472610451,6.81571073642195,8.86429741445883e-06,1.91799281587409e-05,1.92122119130406,"stable"
"Mettl22",-0.620821321292294,2.36132201250057,-6.81473021965988,8.87816365605925e-06,1.92069071759607e-05,1.91957641690339,"down"
"Zfp239",-1.37522686543424,0.261170543297265,-6.81451237850384,8.88124741504304e-06,1.92105546856077e-05,1.91921098039969,"down"
"ENSMUSG00000121092",0.745886535078959,2.15430420306242,6.80397282392071,9.03180086078024e-06,1.95329760436564e-05,1.90152293442591,"up"
"Nufip2",0.188320288466756,6.4768876905547,6.80387930547769,9.03314870004946e-06,1.95329760436564e-05,1.90136592046308,"stable"
"Acap1",1.46574536737039,0.383441551668995,6.80364068577277,9.03658877825475e-06,1.95373409105448e-05,1.90096528163225,"up"
"Cd109",0.330230503488123,4.42470233538759,6.80267689640719,9.0504973606036e-06,1.95643340239283e-05,1.8993470167746,"stable"
"Vps37d",-0.566624015839817,2.80231025566206,-6.79644847458965,9.14092582798317e-06,1.97567046044662e-05,1.88888610542747,"stable"
"Ap2b1",-0.132728503461622,8.22284285211572,-6.79622268602727,9.14422179421283e-06,1.97607208081228e-05,1.88850678631499,"stable"
"Lmf2",0.154124743095767,7.11803823823048,6.79417140378799,9.17422293119054e-06,1.9822436718485e-05,1.88506037216224,"stable"
"Ppm1m",-0.262546785988484,5.00704366457931,-6.79254708093243,9.19805306726757e-06,1.98708018479292e-05,1.88233090568285,"stable"
"Cdk12",0.249838091679074,6.13318771888914,6.7923651584698,9.2007260729526e-06,1.98734526397392e-05,1.88202518637171,"stable"
"Nanos1",0.404453252829657,3.98526799942702,6.79108534116927,9.21955369146198e-06,1.99109908760926e-05,1.87987433837426,"stable"
"Shprh",0.212675862390374,5.79686910045582,6.78980979199125,9.23835888536055e-06,1.99484688955845e-05,1.87773044591876,"stable"
"Helq",0.344169198835542,4.88638959244971,6.78957139519778,9.24187800358738e-06,1.99529329691022e-05,1.87732973397031,"stable"
"ENSMUSG00000120166",-0.453906187428234,3.80996063237765,-6.78842803246869,9.25877549448447e-06,1.99862746028262e-05,1.87540779439803,"stable"
"Sec22a",-0.357318218832906,4.1186999134953,-6.78377877209238,9.32782159437849e-06,2.0132157662239e-05,1.86759080727937,"stable"
"Cc2d1b",0.232953610403299,5.76726730108683,6.78217900782638,9.35170484970977e-06,2.018053563423e-05,1.86490039276802,"stable"
"Eif1b",-0.366738643162142,4.28726027080124,-6.78147705655398,9.36220475853339e-06,2.02000223235923e-05,1.86371977360532,"stable"
"Mrps34",0.315095596269524,5.170564016229,6.78128625452319,9.36506095317872e-06,2.02030133009713e-05,1.86339885031498,"stable"
"Cnnm3",-0.367187413179401,4.89974321909736,-6.78118274033599,9.3666108837613e-06,2.02031858107996e-05,1.86322474052544,"stable"
"Macroh2a1",0.191875899303207,6.79124860748911,6.78063523407869,9.37481325476293e-06,2.02177049071806e-05,1.86230381689442,"stable"
"Sdhb",0.210817986627502,6.01218149409325,6.77800331946833,9.41434851273387e-06,2.02997812925972e-05,1.85787629110781,"stable"
"Gorasp2",-0.139237258385318,7.70799477717729,-6.77538721945037,9.4538201947559e-06,2.03816948638e-05,1.85347445316467,"stable"
"Eif2a",-0.195617525315326,6.3258118867281,-6.77404470267233,9.47414367842163e-06,2.04223072014158e-05,1.85121518589554,"stable"
"Rpia",0.489023296358141,3.84230714892879,6.7730478510481,9.48926411641425e-06,2.04516929615803e-05,1.84953746891774,"stable"
"Ftl1-ps1",0.501288848997689,3.32977088678176,6.77191735618075,9.50644242739476e-06,2.04824180211316e-05,1.84763466774676,"stable"
"Hars",0.216325965060748,6.64434701764159,6.77191353004454,9.50650062258431e-06,2.04824180211316e-05,1.84762822746636,"stable"
"Foxd2os",-0.659744304358274,2.47071559684428,-6.76896314859372,9.55148749991164e-06,2.05761197803739e-05,1.84266146500157,"down"
"Ciao3",0.272549832511999,4.86307527009542,6.76876467920106,9.55452175884183e-06,2.05794306618903e-05,1.84232731383524,"stable"
"Sumo3",0.160439210881901,6.85273254645585,6.76268610238149,9.64794601192619e-06,2.07774004995164e-05,1.83209062687195,"stable"
"Bcap29",-0.355134411674442,5.07385474953955,-6.76182029823912,9.66133096664463e-06,2.08029661296512e-05,1.83063215951953,"stable"
"Rassf1",0.37193932728316,4.44220958031841,6.76164463729855,9.66404899274301e-06,2.08055591096898e-05,1.83033624233759,"stable"
"Mapk1ip1",-0.655359549333248,3.02125629917704,-6.76004572722343,9.68882619015631e-06,2.08556346370412e-05,1.82764254025934,"down"
"Klhl11",-0.279023900224844,4.95615393295286,-6.75824083937984,9.716875649739e-06,2.09127370701555e-05,1.82460141489342,"stable"
"Osgin1",-0.198680001786335,5.81437954401608,-6.75301500595228,9.79857254451804e-06,2.10852639818156e-05,1.81579375259079,"stable"
"Acacb",-0.493580923905296,3.31438389729024,-6.75072236584553,9.8346419087846e-06,2.11595676885309e-05,1.81192856715622,"stable"
"Atxn2",0.151233484830936,7.06513697573129,6.74584890855743,9.91177953395944e-06,2.13221940702361e-05,1.8037100231392,"stable"
"Gpx4",0.171701206896869,7.631839188476,6.74529513509626,9.92058492985623e-06,2.13377964438097e-05,1.80277594500865,"stable"
"Gm42793",0.822103375475991,1.51065089814761,6.74496943975653,9.9257675648121e-06,2.13456030997931e-05,1.80222655882324,"up"
"Tbccd1",-0.289238914242498,4.76563838215567,-6.74467953203015,9.93038312585003e-06,2.13521879977601e-05,1.80173752762402,"stable"
"Mrpl24",-0.235989604854516,5.31548138066781,-6.74031020452139,1.00002205545809e-05,2.14989881592617e-05,1.79436576233074,"stable"
"Rrnad1",-0.4325084738967,4.20466778348966,-6.73797901177895,1.00376926351635e-05,2.15761725958222e-05,1.79043161798052,"stable"
"Ranbp2",0.170857929674122,8.09099747365177,6.73658764162892,1.00601282131545e-05,2.16210167570908e-05,1.78808318166586,"stable"
"Tubd1",0.488480568761627,3.76439169432209,6.73594579232592,1.00704956949754e-05,2.1639914451492e-05,1.78699974349754,"stable"
"Med21",0.227669961549374,5.31703736863166,6.73547017600459,1.00781853493315e-05,2.16530529062392e-05,1.78619687019702,"stable"
"Ube2i",0.13714858378512,8.11426680662324,6.73241573095236,1.01277164267655e-05,2.1756069798291e-05,1.78104003490369,"stable"
"Spta1",-1.62396133597497,-0.794628796236708,-6.73228953491342,1.0129768333209e-05,2.17570770388537e-05,1.78082695066217,"down"
"Pmf1",0.251897829119551,5.32916325340943,6.72669396368164,1.02211917522164e-05,2.19500092878848e-05,1.77137659030419,"stable"
"Ttc1",0.257825058706763,5.43058468359715,6.72545410672895,1.02415664777686e-05,2.19903280222547e-05,1.76928202951055,"stable"
"Ftx",-0.574777959667756,2.86469601298505,-6.72519672537125,1.02458014133292e-05,2.19959847898777e-05,1.76884719480516,"stable"
"Slc66a2",-0.695911081809906,3.13859904623642,-6.71896581837063,1.034888872454e-05,2.22138258051034e-05,1.75831764404042,"down"
"Cep350",-0.204982022070542,6.88627518276468,-6.71883033739066,1.03511422793955e-05,2.22151935490337e-05,1.75808863836307,"stable"
"Zfp81",-0.336391306208726,4.29379130480577,-6.71663827922443,1.03876762638485e-05,2.22901206198803e-05,1.75438302616998,"stable"
"Slc9a9",-0.925796865432555,1.24568251003479,-6.71523433747431,1.04111463595764e-05,2.23369958735588e-05,1.75200936495237,"down"
"Cant1",0.195827782293579,6.54640528900247,6.71380490991867,1.04350998535984e-05,2.23848934583825e-05,1.74959234382516,"stable"
"Chrac1",0.293889199034063,4.87716172480043,6.713696000458,1.04369272696453e-05,2.23853196619859e-05,1.74940817745975,"stable"
"C1qtnf12",-0.336077835987955,4.6955054512245,-6.70951151078816,1.05073954305111e-05,2.25329447334912e-05,1.74233098636267,"stable"
"Slc35f5",-0.21923000396984,5.69711166624758,-6.70848194716294,1.05248102533588e-05,2.25667694418351e-05,1.74058933541987,"stable"
"Czib",0.335119459812182,4.70019853634375,6.70828214347887,1.05281934028999e-05,2.25697814928377e-05,1.74025132310562,"stable"
"Stk36",-0.654206912039755,2.68956145134499,-6.70820503487424,1.05294993402267e-05,2.25697814928377e-05,1.74012087534498,"down"
"Tsen34",-0.180098473280977,7.02097606341422,-6.70733573604271,1.0544233878275e-05,2.25978403903028e-05,1.73865019216894,"stable"
"Sec23ip",-0.170859117362527,6.79274112106669,-6.70653358946219,1.05578494414584e-05,2.26234927850645e-05,1.73729302778726,"stable"
"Msto1",-0.214609413757329,5.79519141684213,-6.70622931599508,1.05630189908266e-05,2.26308999687837e-05,1.73677820022514,"stable"
"Ap5s1",0.426064277587733,4.10182823882944,6.70613632608845,1.05645994033554e-05,2.26308999687837e-05,1.73662085979392,"stable"
"Armc5",-0.319154806221351,4.3615185413979,-6.70292482579151,1.06193335251781e-05,2.27446033925586e-05,1.73118623954382,"stable"
"Tmem63a",0.139507897050255,7.70529139304188,6.70120434829873,1.06487785849557e-05,2.28041154365272e-05,1.72827421611891,"stable"
"Aox1",0.306537412534388,5.10049998671282,6.70072367824747,1.06570203439544e-05,2.28182096288065e-05,1.72746057909933,"stable"
"Inpp5e",-0.292493321305259,4.95460707364407,-6.69785652639034,1.07063213058906e-05,2.29201993813334e-05,1.72260666852059,"stable"
"Hoxaas2",-1.30432142470092,0.154637586632431,-6.69675734261066,1.07252854723657e-05,2.29572221666709e-05,1.72074552686248,"down"
"Crls1",-0.231592602541646,6.10481523192505,-6.69571626634336,1.07432797094891e-05,2.29921576342601e-05,1.71898262401546,"stable"
"Coa4",0.799855682752189,1.6755529143698,6.69485010908279,1.07582748105375e-05,2.30206646420718e-05,1.71751580916673,"up"
"Entpd7",0.208382558832978,5.65963663035452,6.69183272045877,1.08106847277733e-05,2.31292109119733e-05,1.71240515603858,"stable"
"Dnajc13",0.153368878494037,7.14642965882036,6.69006359534057,1.0841538066109e-05,2.31916107674088e-05,1.70940816260318,"stable"
"Kansl1l",-0.367074156749016,4.52950442692073,-6.68864564931628,1.08663337711398e-05,2.32410350685566e-05,1.70700578321569,"stable"
"Col9a3",1.16150162272008,0.558503292214936,6.68529835991081,1.09251050251182e-05,2.33630999634704e-05,1.70133351366774,"up"
"Psmf1",0.22794028622947,5.49318153563241,6.68332315043761,1.0959942321792e-05,2.3433952593452e-05,1.69798564816302,"stable"
"Prr14l",0.20104220934302,6.42006200119577,6.68255743959472,1.09734787909366e-05,2.3459245995121e-05,1.69668767228079,"stable"
"S100a4",-1.19793938827618,0.260147983170977,-6.6819169519042,1.09848150387344e-05,2.34798285991237e-05,1.69560190508494,"down"
"Kpna6",0.169228411421773,6.96899685118847,6.68169920312219,1.09886718677898e-05,2.34844201758518e-05,1.69523276060949,"stable"
"Usp16",0.222216182123247,5.57248951429081,6.67929284015453,1.10313890665569e-05,2.35720477815233e-05,1.69115288662477,"stable"
"Kat5",0.20944696721098,5.66894905714393,6.6779040717634,1.10561216485285e-05,2.36212243024056e-05,1.68879794321151,"stable"
"Nbdy",-0.461461356758339,3.25512973401194,-6.67646232553815,1.10818594489139e-05,2.3672532835852e-05,1.6863528918911,"stable"
"Gm14319",-1.4495050805002,0.873745222760836,-6.67544848221165,1.10999961503215e-05,2.37075908453797e-05,1.68463335269997,"down"
"Snrpa1",0.335140872095256,5.1884636751518,6.67515996913528,1.11051630838286e-05,2.37149411783935e-05,1.68414399204638,"stable"
"Fmc1",-0.437492792405854,3.4730697006082,-6.67434428266819,1.11197847753559e-05,2.37424766121627e-05,1.68276040744016,"stable"
"Twnk",-0.255095801811997,5.29715196742814,-6.67147143836496,1.11714438254553e-05,2.384907175164e-05,1.67788671918675,"stable"
"Klhl42",-0.239745945706977,5.57618623364149,-6.67040465786567,1.11906907492751e-05,2.38864503273858e-05,1.67607667902756,"stable"
"Epm2aip1",-0.212699637509489,6.27245577801082,-6.6694515992547,1.12079154048325e-05,2.39195014478289e-05,1.67445946556058,"stable"
"Phf3",0.149479788330269,7.33803366060086,6.66777730717688,1.12382425145683e-05,2.39805007173151e-05,1.67161812061015,"stable"
"Polr2a",-0.129202788437267,8.86146827136476,-6.66710071943083,1.12505222979238e-05,2.40029770975885e-05,1.67046981594462,"stable"
"Acp1",0.22464467453966,6.43821771191403,6.66118410989584,1.13585096999592e-05,2.42296069092409e-05,1.66042553586312,"stable"
"Crocc",-0.403835834381208,4.044787043725,-6.65939672097222,1.13913464158569e-05,2.42958822376686e-05,1.65739026911793,"stable"
"Tmem205",-0.563784586225957,3.02565786403378,-6.65761288419337,1.14242174659025e-05,2.43622102174343e-05,1.65436060804455,"stable"
"Hddc3",-1.67583904635198,0.375453218193546,-6.65553653375336,1.14626044354589e-05,2.4440278523262e-05,1.65083360643248,"down"
"Malat1",-0.374262240111636,8.73138415290044,-6.65508852539574,1.14709048699626e-05,2.44541828032831e-05,1.65007251939984,"stable"
"Atxn1l",-0.221358763026713,6.86241440666364,-6.65383219256051,1.14942152114618e-05,2.45000765921729e-05,1.64793808857518,"stable"
"Slc25a1",0.216367486697004,6.17160937150848,6.65091646120007,1.15485067391566e-05,2.46119827295655e-05,1.6429836291779,"stable"
"Tpk1",-0.531255264965126,3.15899189717545,-6.6493845263501,1.15771397349223e-05,2.46691796150035e-05,1.64038008375027,"stable"
"Mrpl10",0.198511374359639,6.06101176972012,6.64838211472353,1.15959159666405e-05,2.47053587111312e-05,1.63867630060973,"stable"
"Dlg2",1.31077188946745,0.0147867319668032,6.64771510816717,1.16084274548792e-05,2.47281814847891e-05,1.63754252559361,"up"
"Capza1",0.20756528717602,7.49140896301685,6.64640974777086,1.16329540842354e-05,2.4776587778356e-05,1.63532350694792,"stable"
"2810001A02Rik",0.404728843470474,3.57796735073347,6.64600725560621,1.16405275667307e-05,2.47888768015413e-05,1.63463925323556,"stable"
"Nmnat1",0.567343790442681,3.11947294308514,6.64537404064912,1.16524529394699e-05,2.48104280712741e-05,1.63356271710081,"stable"
"Trappc6a",-0.388474582014235,3.72057743277725,-6.63855367201311,1.17817191379662e-05,2.5081776306104e-05,1.62196392484844,"stable"
"Atp2b4",-0.209497038002716,6.52021546931334,-6.63680549125845,1.1815094640712e-05,2.51489330559e-05,1.61898994678185,"stable"
"Gm43437",1.57111814778831,-0.168917593726433,6.63654235709223,1.18201268888643e-05,2.51557485228479e-05,1.61854227156505,"up"
"Ttc41",1.03282815114886,0.953217637438245,6.63623945355879,1.18259224887637e-05,2.51641862030606e-05,1.61802692447699,"up"
"Utp25",-0.272643122783484,4.76348060922389,-6.63557603300708,1.18386264813257e-05,2.51873192506718e-05,1.61689816625494,"stable"
"Gm30042",0.872101026087356,1.24310895472631,6.63198443728646,1.19076524656841e-05,2.53302546801366e-05,1.61078632335249,"up"
"Spin1",0.157037930933695,7.19811227327077,6.62903563796404,1.19646411704301e-05,2.544754383262e-05,1.60576703978036,"stable"
"Snx33",-0.214359994451598,5.99239827761837,-6.62885759747816,1.19680911648049e-05,2.54509430557139e-05,1.60546395179856,"stable"
"0610012G03Rik",0.334069451739183,4.71927456405025,6.62504657161754,1.20421911207238e-05,2.56045598334202e-05,1.59897521739176,"stable"
"Foxred1",0.349961279482609,4.69316652462225,6.62412905542986,1.20601028916379e-05,2.5638678134984e-05,1.59741274404285,"stable"
"Ehmt1",-0.240449916384886,6.59436719016657,-6.62399231642316,1.2062774712085e-05,2.56399326250849e-05,1.59717987631115,"stable"
"Trnt1",-0.230124349083957,6.3942882258775,-6.62390792161868,1.20644240604209e-05,2.56399326250849e-05,1.59703614996637,"stable"
"Efcab14",0.216214309570913,5.98235817392495,6.62279500823607,1.20861962028769e-05,2.56822326240476e-05,1.59514074294071,"stable"
"Lrpap1",-0.199183351931203,6.13153276734984,-6.62168618199976,1.21079294939887e-05,2.57244370019138e-05,1.59325213172979,"stable"
"Carm1",-0.190922109630694,6.66285853096809,-6.62130658451261,1.21153791485656e-05,2.57362860924089e-05,1.59260554346145,"stable"
"ENSMUSG00000120543",-0.999138473128338,1.11258394393175,-6.62034123028017,1.21343460919297e-05,2.57725935230231e-05,1.59096111809661,"down"
"Clcn3",0.180880601620719,6.95880842556179,6.61793510762213,1.21817568211016e-05,2.58692932245396e-05,1.58686188323111,"stable"
"Pole2",0.335638148107742,4.52043383878827,6.61773848424645,1.21856397302652e-05,2.58735412409648e-05,1.58652686793873,"stable"
"Nat2",0.812552101708988,1.82382561798633,6.61490917307384,1.22416572079441e-05,2.59884672020363e-05,1.58170559336781,"up"
"Pdxk",-0.417845740957255,4.17999146746752,-6.61358415424446,1.22679842972099e-05,2.6040336089707e-05,1.57944733241015,"stable"
"Fzd4",0.185002786501769,6.41466652046855,6.61309799349554,1.22776588599198e-05,2.60568473395209e-05,1.57861869814582,"stable"
"4930579G24Rik",0.508669103368883,3.60672144153882,6.61077226259797,1.23240518783213e-05,2.61512689540912e-05,1.57465417957319,"stable"
"Dnajc8",0.171698830124628,6.51408762680318,6.61051194335179,1.23292561149872e-05,2.61582735480679e-05,1.57421038558777,"stable"
"Tlk1",-0.155130232300969,6.79736073406886,-6.61030922567101,1.23333103965778e-05,2.61628365628285e-05,1.57386478484592,"stable"
"Kyat3",-0.850441438788601,3.1956437898789,-6.6057595782241,1.2424671587329e-05,2.63525750457176e-05,1.5661069257494,"down"
"Pimreg",0.240062123272575,5.63875281301679,6.60511217356891,1.24377298202976e-05,2.6376200995243e-05,1.56500277431427,"stable"
"Smc6",-0.164591409681248,6.97486636968841,-6.60275981767818,1.24852987749512e-05,2.64729938850555e-05,1.56099034835784,"stable"
"Rab12",0.179921534924751,6.73739795828871,6.59755546863345,1.25912215283532e-05,2.66934673277321e-05,1.5521106272084,"stable"
"Pole",0.189795555043219,6.97382664557005,6.59736642223946,1.25950868839305e-05,2.66975438205954e-05,1.55178800571718,"stable"
"Ccdc120",0.483368808048335,3.64290599816015,6.59308959071651,1.26828678446973e-05,2.68794657914449e-05,1.54448800010648,"stable"
"Mipep",0.362001602240644,4.39764817285659,6.58594276988253,1.28309935942631e-05,2.71892038173839e-05,1.53228381742285,"stable"
"Pik3cb",0.230794300150988,6.27783325515652,6.58493342274629,1.28520595996686e-05,2.72296450035218e-05,1.53055966616221,"stable"
"Nfs1",0.245434906471271,5.27052438813113,6.58326829255482,1.28868919381217e-05,2.72992359429015e-05,1.52771501787931,"stable"
"Sigirr",-1.26818869278457,0.996026385959155,-6.5830878776769,1.28906719374016e-05,2.73030351529739e-05,1.52740678130013,"down"
"Slfn8",-1.45296767045245,-0.355203722227637,-6.58286898844682,1.28952596055432e-05,2.73072948685062e-05,1.5270328059095,"down"
"Slc38a10",-0.145741548214953,7.65673778825753,-6.58280234127517,1.28966567950723e-05,2.73072948685062e-05,1.52691893698482,"stable"
"Bscl2",-0.281654165112982,4.98845702822043,-6.58255921301697,1.2901755079256e-05,2.73138819792505e-05,1.52650353916545,"stable"
"Galt",0.442346970599801,3.75355336705994,6.58156419672757,1.29226421962666e-05,2.7353887932464e-05,1.52480341727657,"stable"
"ENSMUSG00000120886",1.67302289315894,-0.274524677763544,6.58097522818203,1.29350224189332e-05,2.73758774446902e-05,1.52379702115298,"up"
"Epha7",-0.980791500465361,1.14511042431254,-6.58007076024375,1.29540587852645e-05,2.74119451800885e-05,1.52225142697888,"down"
"Ets2",-0.191825747599795,6.02867140565622,-6.57487797542418,1.30639231454902e-05,2.76401723693992e-05,1.51337564796966,"stable"
"Oxld1",-0.865017123105893,1.69537155757045,-6.56983046280028,1.31716534107377e-05,2.78638147571461e-05,1.50474471089658,"down"
"Cad",-0.173491090844997,8.02181193924566,-6.56944282340299,1.31799654272907e-05,2.78771075458116e-05,1.50408173005694,"stable"
"Hnrnph2",-0.159608201177047,6.95152130756513,-6.5666017675954,1.32410538069625e-05,2.80020070045995e-05,1.49922204872026,"stable"
"Atoh8",-0.283824919344257,5.2229974895739,-6.55929230919477,1.33995941818659e-05,2.83329265285486e-05,1.48671410341469,"stable"
"Zscan2",-0.956718065897318,1.8954173103297,-6.55892172504167,1.3407685038828e-05,2.83456734615678e-05,1.48607976898819,"down"
"Gm32200",-0.725265295208102,2.24054588596046,-6.55589823777546,1.34738882018053e-05,2.84812549131979e-05,1.48090373265576,"down"
"Rala",0.175922884698274,6.19882612112796,6.55242866055328,1.35502828367222e-05,2.86383342008165e-05,1.47496250544913,"stable"
"Fosl1",0.955081723620244,1.31602353542452,6.55173946421268,1.35655120015961e-05,2.866351945729e-05,1.47378214871118,"up"
"Hnrnpul2",-0.119241836201241,8.53462733341844,-6.55170064391843,1.35663703484918e-05,2.866351945729e-05,1.47371566097865,"stable"
"ENSMUSG00000121028",-1.63771164810367,-0.609565510366115,-6.54912216945998,1.36235104838203e-05,2.87798229464535e-05,1.46929904100075,"down"
"Sec61a2",-0.273403167984365,5.44361441347076,-6.54749320868399,1.36597393605897e-05,2.88482753736975e-05,1.46650836541648,"stable"
"Cdipt",0.192756089417436,6.245217390318,6.54747648773235,1.36601117674639e-05,2.88482753736975e-05,1.46647971785298,"stable"
"Fhip2b",0.333264515103022,4.65586801279428,6.54733035623883,1.3663366843561e-05,2.8850716530635e-05,1.46622935304051,"stable"
"Pex16",0.424632872497168,3.99295550001796,6.54288448359265,1.37627894230323e-05,2.90561870706845e-05,1.45861093965243,"stable"
"Gm7666",0.589392944768834,2.89131239693454,6.54248195855952,1.3771828522948e-05,2.90708049791733e-05,1.45792104496038,"up"
"Pabpn1",0.268036801713494,5.1136527057418,6.54194098481276,1.37839864590107e-05,2.90920009048899e-05,1.45699382636957,"stable"
"Rtraf",-0.165686073694064,6.43431382862135,-6.54018509963961,1.38235263396345e-05,2.91709728254164e-05,1.45398400251908,"stable"
"Ptpn11",0.134551633605454,8.2982626279514,6.53477367842058,1.39461352014939e-05,2.94251891632379e-05,1.44470549615788,"stable"
"Bcas2",-0.200623545177023,6.07429386355439,-6.5311591659677,1.40286672384409e-05,2.95947816615704e-05,1.43850580937642,"stable"
"Gtf2f1",0.164460997763718,6.58576159717947,6.53082074410598,1.40364208463006e-05,2.96065942467089e-05,1.43792525145644,"stable"
"Togaram1",0.235298739075032,5.36543008555532,6.53047083737135,1.4044442322435e-05,2.96189681263691e-05,1.43732497524618,"stable"
"Gm6781",1.38024916696287,-0.282382760314064,6.5285082287343,1.40895237788914e-05,2.97094837092795e-05,1.43395775287913,"up"
"Mmp10",1.70589278832697,-0.502675279748344,6.52831905051219,1.40938772668299e-05,2.97141047944945e-05,1.4336331549379,"up"
"Sap18",-0.185521333269156,6.45041858339895,-6.52606330666942,1.41458969636519e-05,2.98192036608024e-05,1.42976230883914,"stable"
"Hoxa1",-1.01554343762215,2.31376011974311,-6.52527879766119,1.41640357969866e-05,2.98528612166513e-05,1.42841593500749,"down"
"Tvp23a",-1.13887244516319,0.621189726129874,-6.52339009507909,1.42078053422391e-05,2.99405207948075e-05,1.42517420627565,"down"
"Arl13b",-0.35742494308599,4.32529067841564,-6.52196959254065,1.42408183112098e-05,3.00054893253515e-05,1.4227357708047,"stable"
"Pum1",-0.165740725640757,6.95424027370321,-6.52148999922398,1.42519824267044e-05,3.0024409330568e-05,1.42191243952182,"stable"
"Cacnb3",0.150891055647086,8.0535597681837,6.52110891962294,1.42608598706848e-05,3.00385069827881e-05,1.42125820749579,"stable"
"5930430L01Rik",-0.586717075315642,2.45547890782222,-6.52049898715411,1.42750806593094e-05,3.00638535981532e-05,1.42021104358705,"down"
"Clp1",0.39180487976191,3.99322213637486,6.51617799779525,1.43762539183385e-05,3.02722895439933e-05,1.41279111434647,"stable"
"Dalrd3",0.326801760780765,4.35916719363389,6.5133253346545,1.44434601232921e-05,3.04091476615391e-05,1.40789119722867,"stable"
"Zfp414",-0.356057104896437,4.46001565103735,-6.51110768439148,1.44959341330876e-05,3.05149515584556e-05,1.40408126472726,"stable"
