"","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant"
"Thbs1",-4.24678437238828,7.69865917306907,-207.940007078355,1.32373065590518e-25,1.81933541347609e-21,47.9032474240918,"down"
"Gpt2",-3.50384397537164,8.49978257744907,-187.366998564564,5.60125400791401e-25,3.01368507738601e-21,46.8153745383542,"down"
"Col1a2",-6.20646184849647,7.43112776957781,-182.069904971012,8.33172316944682e-25,3.01368507738601e-21,46.5043956166772,"down"
"Cxcl12",-4.08045518442028,8.66922539672423,-181.39564022951,8.77091116817814e-25,3.01368507738601e-21,46.4638150351974,"down"
"Krt8",3.80355168477636,7.68573030605086,170.99938174249,1.98578885732363e-24,5.4585364110112e-21,45.8078444176784,"up"
"Gas6",-5.3734497802301,6.30826616121209,-165.843021508453,3.03411651724447e-24,6.95014956883467e-21,45.4600526486455,"down"
"Col12a1",-5.65641332714517,7.09361984630685,-153.349348146061,8.97309609244929e-24,1.7618033242089e-20,44.5484502756375,"down"
"Angptl7",-4.31335559165406,6.40680732689163,-148.973288285732,1.3396806799853e-23,2.30157140821475e-20,44.2039083188814,"down"
"Acta2",-4.81804292372071,5.84915549942456,-142.53986431548,2.46827867165672e-23,3.76933578480556e-20,43.6711499849423,"down"
"Pdgfra",-3.75768283490364,6.55556244827196,-138.68334298136,3.60812343400849e-23,4.34241290370132e-20,43.3358188296865,"down"
"Col1a1",-2.80827610595558,11.8337550763963,-138.615248753205,3.63273525984754e-23,4.34241290370132e-20,43.3297852790861,"down"
"Col3a1",-3.4682842019223,10.065264701544,-138.187813463293,3.79139659810941e-23,4.34241290370132e-20,43.2918209237998,"down"
"Neto2",-4.35886667014445,7.50916522536924,-137.390192149537,4.10768772461438e-23,4.34277385285385e-20,43.2205544010879,"down"
"Igfbp4",3.91867350432616,6.61737981699555,135.116875391102,5.17481283719652e-23,5.08018768817349e-20,43.0143671012266,"up"
"Me1",2.61709600142354,8.49709496556189,132.546508377783,6.75068144178406e-23,6.18542438239201e-20,42.7756171200567,"up"
"Gfpt2",3.61262221154802,6.51822640486727,131.317423886143,7.67974416298604e-23,6.596900236005e-20,42.659283122309,"up"
"Slit3",-3.32369610667093,7.2118368096175,-127.410310862659,1.1665470293195e-22,9.43118962998071e-20,42.2797926753708,"down"
"Igfbp3",-4.98190285380305,7.09155777558915,-123.00650207534,1.89812301427172e-22,1.44932237267503e-19,41.8335525154597,"down"
"Ppl",3.62674410660903,6.27057834290611,121.944148260984,2.14021783482574e-22,1.54816599588658e-19,41.7228259975964,"up"
"Zfp469",-4.48677107181418,5.09239412295835,-117.404964180529,3.61777980014681e-22,2.43157063141332e-19,41.2355266536036,"down"
"Ddr2",-4.21536179443783,5.84893414944749,-117.179527501877,3.71529272844002e-22,2.43157063141332e-19,41.2107069411903,"down"
"Col6a2",-4.2154492001497,7.13444125260865,-113.555559434724,5.7383214394932e-22,3.37336761424433e-19,40.803323211403,"down"
"Serpinf1",-6.0360939613649,5.54805238071129,-113.182165067389,6.00589351726551e-22,3.37336761424433e-19,40.7604289133361,"down"
"Nfix",-2.28957412499193,8.91624387565328,-113.149874037865,6.02965355631878e-22,3.37336761424433e-19,40.7567111754381,"down"
"Ly6e",3.88925117666047,5.9077874737013,113.006899365345,6.13607322148635e-22,3.37336761424433e-19,40.7402343502652,"up"
"Enpp3",-4.54636498855632,4.82593906644186,-111.479153382379,7.4077198246145e-22,3.9158346642116e-19,40.5625440752721,"down"
"Podxl",-5.0781780556973,6.03634179233275,-110.584237366631,8.28168318744645e-22,4.21568347141719e-19,40.4570542325835,"down"
"Celsr1",2.07781232628809,8.04406244419967,109.913465722964,9.00904643731744e-22,4.42215479408896e-19,40.3772940611493,"up"
"Fn1",-2.28210940985648,12.2148113785549,-108.992764390665,1.01210500070225e-21,4.79667969987992e-19,40.2668362626373,"down"
"Mal2",6.08741612821218,4.49155868682144,107.590376108509,1.21071432999558e-21,5.54668591715308e-19,40.0963752087352,"up"
"Dhcr24",2.418104150574,7.20179449665043,106.837133900491,1.33430961047203e-21,5.84215642941783e-19,40.0036945135065,"up"
"Nuak1",-3.3541139058533,5.76788756619221,-106.688708718429,1.36022268438134e-21,5.84215642941783e-19,39.9853380539088,"down"
"Igfbp2",-6.49382713853331,6.12782078617718,-104.277634906354,1.86618262270567e-21,7.77236786862628e-19,39.6827340365018,"down"
"Btc",6.56393615326303,4.77900025376705,103.787975344843,1.99174539328914e-21,8.05133784863704e-19,39.6202440054192,"up"
"Gsta4",2.79797985804024,6.51827315517604,103.414782965846,2.0935175467983e-21,8.18967320896255e-19,39.5723781627774,"up"
"Klf4",3.078047014201,6.51889406365846,103.187873917589,2.15811213931845e-21,8.18967320896255e-19,39.5431728380291,"up"
"Tspan15",3.6629392573611,6.08074541026971,103.028596462529,2.20472867237787e-21,8.18967320896255e-19,39.522626109719,"up"
"Krt19",3.00384170486239,8.27119384804725,102.440638297589,2.38638228383831e-21,8.63116792344046e-19,39.4464476040029,"up"
"Podnl1",-7.45129073957293,4.51911255638615,-101.03662943922,2.8883639242919e-21,1.01788907116584e-18,39.2623953599596,"down"
"Itfg1",-2.30766828054046,7.68128109271082,-100.373510904899,3.16382101464003e-21,1.08708890063031e-18,39.1743992660274,"down"
"Gab1",-2.22478292906065,7.14184955257154,-99.2176486362965,3.71359969055947e-21,1.2448710767573e-18,39.0193450985127,"down"
"Col5a1",-2.25259222291411,8.43043376653998,-98.555072784867,4.07425109085654e-21,1.33325016649363e-18,38.929490677886,"down"
"Dnaja2",-1.79755831577556,9.6452636071665,-97.7394984490111,4.57054133039065e-21,1.46087255918347e-18,38.8178979329805,"down"
"Upk1b",3.97574907716736,6.00195984314665,95.9713469455188,5.88348962978929e-21,1.83778821526873e-18,38.5721370882587,"up"
"Aldh1l2",-3.35724235254643,6.53965594200978,-94.7850240670602,6.98796082323784e-21,2.13427852343513e-18,38.4042350550191,"down"
"Flt1",6.8068602099711,3.54794897508458,93.2169319220895,8.80144078243619e-21,2.60913998365985e-18,38.1784770935594,"up"
"Phkb",-2.05749619914683,7.42604047498126,-93.0415782586321,9.03365365495795e-21,2.60913998365985e-18,38.1529554626005,"down"
"4921524J17Rik",-2.34960655473582,6.70035664771274,-92.9833217222577,9.11224674153616e-21,2.60913998365985e-18,38.144464151375,"down"
"Bnc1",-2.55676893965935,6.77343522366678,-91.3825224042841,1.15859161228757e-20,3.24973124883272e-18,37.9086786132395,"down"
"Sulf1",2.22778544818545,7.10677440538739,90.8466104840114,1.25677266659292e-20,3.45461670593061e-18,37.8286672119276,"up"
"Rcn3",-3.84895069976859,5.6740774359631,-90.0805045079769,1.41292620078162e-20,3.80769758892993e-18,37.7133319604823,"down"
"Sh2d4a",3.97124845020577,4.92599188982804,87.7539151689528,2.02894478421315e-20,5.36265713735106e-18,37.355995422818,"up"
"Itga6",2.05776947268496,6.80364160232554,87.4815780309093,2.11805022110441e-20,5.49254381865265e-18,37.3134549571417,"up"
"Prss35",5.24038021093795,4.31956402977035,85.9821067581892,2.69004081552643e-20,6.84665203122134e-18,37.0764745305209,"up"
"Kcnab1",-3.22887868825689,5.14679491220769,-85.7592139665696,2.78833987001978e-20,6.96780784973669e-18,37.0408439914366,"down"
"Lgr4",2.14055108922036,7.39809305175268,84.7620236272574,3.27775821541054e-20,8.04455516296473e-18,36.8801319724712,"up"
"Atp9a",4.64900715019785,4.22951190986146,84.0882106505364,3.6601644817105e-20,8.73874175175998e-18,36.7703111389715,"up"
"Kif26b",-3.24526928057578,5.91408942354394,-84.0425249103971,3.68776936555645e-20,8.73874175175998e-18,36.7628288378487,"down"
"Notch3",-3.20822413083739,5.18935641713692,-83.8622129161561,3.79891865198462e-20,8.84954880557232e-18,36.7332525274384,"down"
"Ccdc80",-2.29245050634562,6.54985938645086,-83.6139072213343,3.9578976377139e-20,9.02327568944491e-18,36.6924047223202,"down"
"Tfcp2l1",-1.93651970193254,7.97530353387781,-83.5426891545015,4.0048007643782e-20,9.02327568944491e-18,36.6806634630155,"down"
"Fkbp5",1.59852895820869,8.54979034931034,83.3940525790537,4.1046212269278e-20,9.09901841014446e-18,36.6561220381281,"up"
"Rhob",1.79345793206097,8.41870715041689,82.8783802725583,4.47214351661094e-20,9.7563715067144e-18,36.5705925771165,"up"
"Rhbdl3",-4.01300390230148,4.27072577067348,-82.4281572356102,4.82192865737335e-20,1.03550917917093e-17,36.4954234929455,"down"
"Mt1",-5.73894662985025,4.88055751273812,-81.1565527125675,5.97809321300174e-20,1.26191788186472e-17,36.2805810932165,"down"
"Ephb4",-4.22068163423487,4.4110865891128,-81.0768471059039,6.05985013118972e-20,1.26191788186472e-17,36.2669880386848,"down"
"Arhgap27",4.08566332717252,4.12537048701151,80.4168224197311,6.78476823400858e-20,1.37027553804634e-17,36.1538444882075,"up"
"Zfp57",-2.08817899740982,6.50446171019336,-80.3444870510438,6.86969660834918e-20,1.37027553804634e-17,36.1413809263848,"down"
"Megf6",-5.15118585740063,4.76429624424607,-80.3363733726759,6.87929366452254e-20,1.37027553804634e-17,36.1399821314282,"down"
"Oasl1",4.84017790207969,3.76149041333929,80.2274358945352,7.00954897450349e-20,1.3762748729368e-17,36.1211859319297,"up"
"Ptprf",1.84563894803448,7.77799121190843,80.0711365735991,7.20107326950673e-20,1.38292284299708e-17,36.0941676198432,"up"
"Npr1",1.92977964485307,7.65123256449791,79.9938178283363,7.29788452509354e-20,1.38292284299708e-17,36.0807801461972,"up"
"Hs3st1",-2.45331156478808,6.33916395701219,-79.9563743948072,7.34526830171614e-20,1.38292284299708e-17,36.0742917116126,"down"
"Wnt6",2.1558876399481,6.3483034517262,79.5618368426424,7.86508472900798e-20,1.46078006102008e-17,36.0057153424992,"up"
"Bmf",-3.14333959854758,5.13744232777608,-79.0925641188382,8.53524132399482e-20,1.56411142342646e-17,35.9236496487943,"down"
"Igf1",-6.25407928315562,2.90740453046648,-78.7250809166074,9.10273807214224e-20,1.64208429653107e-17,35.8590022800068,"down"
"Timp3",-1.55290757865863,9.04124434531374,-78.6647644478412,9.1996864692151e-20,1.64208429653107e-17,35.848359125313,"down"
"Grem1",-2.83658381139337,5.67703691931986,-78.4954121108385,9.47785672025717e-20,1.67004695850275e-17,35.8184270613785,"down"
"Sema4g",3.41276952749441,6.64056651071439,77.954282490731,1.04288166256566e-19,1.79476240240768e-17,35.7222984620246,"up"
"Ppic",-2.52790802994872,5.62596490297987,-77.9119243775746,1.05074561700546e-19,1.79476240240768e-17,35.7147422846277,"down"
"Cystm1",2.58268303478674,5.76444239613593,77.8745358781498,1.05773977441081e-19,1.79476240240768e-17,35.7080688072594,"up"
"Map1b",1.77095754404467,8.64058444512117,77.7814204931319,1.07537645640458e-19,1.80243585571031e-17,35.691433044267,"up"
"Thsd4",2.64149368959764,6.06605550156146,77.589081553777,1.11281289141986e-19,1.84271088911741e-17,35.6569996348761,"up"
"Parm1",5.78724036949534,3.31246608211117,77.4848637727058,1.13367916889973e-19,1.85491505920928e-17,35.6383022079505,"up"
"Itgb3",2.2483124861587,6.39161023988346,77.3913368581199,1.15276227710008e-19,1.86394879252512e-17,35.6214988619292,"up"
"Lmo7",3.25227732148947,5.04552827698516,77.0978088288754,1.21492339177287e-19,1.94144200005488e-17,35.5686150265684,"up"
"Creb3l1",-6.20718700157099,4.39798948590514,-76.988961162713,1.23887955341182e-19,1.94144200005488e-17,35.5489472033583,"down"
"Lpl",2.06829891550498,7.48595484501071,76.9701744140787,1.24306530853339e-19,1.94144200005488e-17,35.545549462109,"up"
"Ldlr",1.69911402662803,8.02912986649407,76.5597568310344,1.33839597469437e-19,2.06684430069656e-17,35.4710903118845,"up"
"Pgd",1.61166668795217,8.17258886796578,76.0994312551871,1.45472877721332e-19,2.20892928062451e-17,35.387045623813,"up"
"Abca1",-3.39458860350222,5.62396516533607,-76.0699200085756,1.46254776292805e-19,2.20892928062451e-17,35.3816382629605,"down"
"Tuft1",1.93265726889551,7.21513232255469,75.4480781476396,1.6382302984577e-19,2.44737361108724e-17,35.2671521211832,"up"
"Esam",4.07056170402658,3.93228615246869,74.8455963460654,1.83017705085674e-19,2.70220107594213e-17,35.1552259197425,"up"
"Sema3a",-1.91532942154052,7.00681423511492,-74.7718103318928,1.85529350130853e-19,2.70220107594213e-17,35.1414496121414,"down"
"Ptgr1",2.37087386693944,6.12924662726948,74.7118816749081,1.87596490253762e-19,2.70220107594213e-17,35.1302494588107,"up"
"Cul7",-2.38504497709458,7.37949440873079,-74.6788866290646,1.88745127539613e-19,2.70220107594213e-17,35.124078713772,"down"
"Ephb2",-5.99485115033661,2.7516174265239,-74.4048489248561,1.98581556017886e-19,2.79566401504083e-17,35.07271100277,"down"
"Ubr2",-1.51228880140652,8.31202930041177,-74.384283701231,1.9934158430879e-19,2.79566401504083e-17,35.0688476464554,"down"
"1110002E22Rik",-6.00841830800104,3.00478966058663,-74.2864915192895,2.02998603951254e-19,2.81819476030912e-17,35.050460327934,"down"
"Klf2",4.2653362087528,4.56306868897473,73.3271528381263,2.42939050723054e-19,3.33895431313766e-17,34.8686480769912,"up"
"Scd1",1.46942262654707,9.55355930035159,73.0663276389475,2.5520006902388e-19,3.4727423254101e-17,34.8187620485237,"up"
"Jun",2.76956100562822,5.63487901452807,72.859204405607,2.6540905317275e-19,3.57625688902576e-17,34.7790069281349,"up"
"Il1rn",2.7065335864739,6.46434825315721,72.5128052039168,2.83474159364432e-19,3.78259111291723e-17,34.7122398177248,"up"
"Nacc1",-1.32214274760767,9.50327349300331,-72.4042515377205,2.89403209152411e-19,3.8245747178757e-17,34.6912441241316,"down"
"Fgfr2",-3.73955159099395,4.85171400656811,-72.2448758763027,2.98350218184293e-19,3.87244554286894e-17,34.6603558629838,"down"
"Zfp518b",-1.83263334384106,6.72113333228338,-72.2085314238871,3.0043175598411e-19,3.87244554286894e-17,34.6533015098346,"down"
"Vps35",-1.29752376096566,9.63756137678797,-72.1903614981621,3.01478225470734e-19,3.87244554286894e-17,34.6497733133222,"down"
"Maf",-1.72739632596127,7.9362893570095,-70.8060282260122,3.93944556131556e-19,5.01330924025195e-17,34.3780551264693,"down"
"Col6a1",-2.10411007638137,8.83208783650598,-70.7391093891824,3.99124445926053e-19,5.03262971083273e-17,34.3647726911099,"down"
"Aldh1a1",-2.77245140246615,4.8716661197728,-70.4758404121853,4.20222795921798e-19,5.25049282468108e-17,34.3123834452075,"down"
"Lgals7",4.72571653001405,4.17201186283742,70.2361940611301,4.40469613636681e-19,5.45388681965995e-17,34.2645080965067,"up"
"Pcp4l1",-3.28879110982304,5.57301589723359,-69.8290323953999,4.77306203999535e-19,5.85722898908001e-17,34.1827556174527,"down"
"Trmt1",-1.53710750715778,7.09776130013807,-69.6438681325346,4.9513871862016e-19,6.02228898116414e-17,34.1454043888965,"down"
"Sqle",1.39343052537049,7.85066349255682,69.4961485012936,5.09877149417523e-19,6.14715047508283e-17,34.1155284785651,"up"
"Lhx6",2.57619244209183,5.53237490407152,69.3099055570078,5.29132845359475e-19,6.27492886443469e-17,34.0777622096386,"up"
"Ptk7",-1.33131494276175,8.27595904134346,-69.305412388502,5.29606918127492e-19,6.27492886443469e-17,34.0768497167717,"down"
"Rhpn2",2.23165839352324,5.64710089411727,69.2347364182486,5.37124133233993e-19,6.30809250650842e-17,34.0624880099236,"up"
"Cdsn",-2.81669885170018,5.3072582424751,-69.1932921078959,5.41585357805583e-19,6.30809250650842e-17,34.0540588670887,"down"
"Nxn",-2.50166288148641,6.69495213144636,-68.880677856109,5.76543897014615e-19,6.65883976518393e-17,33.9902996338647,"down"
"Tspan8",2.37687584798629,6.35533876355091,68.2430087533734,6.55581329468587e-19,7.40062834865009e-17,33.8592589909198,"up"
"Samd9l",2.10168181090192,5.66124618622184,68.2403317266747,6.55936653681418e-19,7.40062834865009e-17,33.8587060526363,"up"
"Tpcn1",1.64034549012535,7.00321355540426,68.2328994619002,6.56924227688672e-19,7.40062834865009e-17,33.8571707987941,"up"
"Ppm1h",-3.51817708696752,5.57729448841961,-67.744789630113,7.25406230780744e-19,8.04195815501363e-17,33.7559429913405,"down"
"Mmp14",-1.58410449104482,7.29594769926891,-67.7437837619915,7.25555013985514e-19,8.04195815501363e-17,33.7557335678301,"down"
"Card10",1.72398536229206,6.9415390885761,67.5940450488012,7.48072819925361e-19,8.22521026964333e-17,33.7245198945517,"up"
"Insig1",1.58716884152375,6.99024839296682,67.1049883923133,8.26990842409002e-19,8.90339165787942e-17,33.6220474742618,"up"
"Cited2",-1.57052795421983,7.00486132158299,-67.0975553938819,8.28257042674273e-19,8.90339165787942e-17,33.6204837750694,"down"
"Orc6",-1.5615136269523,7.78047838483096,-67.0921060514541,8.29186650326372e-19,8.90339165787942e-17,33.619337263149,"down"
"C1s1",-2.29228112851363,8.1407802861727,-66.7178649604954,8.95784282206566e-19,9.54392184081166e-17,33.5403560062684,"down"
"Man2b1",-1.39333070646481,7.72749887708,-66.3420081136697,9.68474694743312e-19,1.02285414240037e-16,33.4605481849116,"down"
"Perp",1.83617922216304,6.3977351754135,66.3101202743852,9.74926459942147e-19,1.02285414240037e-16,33.453754696965,"up"
"Slc38a2",-1.21136070406217,9.46317899285445,-66.2626774514117,9.84610830576564e-19,1.02518873147305e-16,33.4436407657656,"down"
"Ano1",1.93517855280344,6.71248362907227,66.1839133753535,1.00091717269461e-18,1.03433124973795e-16,33.4268323723636,"up"
"Ttyh2",2.24411686256545,6.54826019828975,65.9758606735213,1.04539830997692e-18,1.07223540091961e-16,33.3823290625567,"up"
"Tubb2b",3.52009046218368,5.04428684119178,65.8429392871863,1.07492276095735e-18,1.0943509945628e-16,33.3538169555142,"up"
"Nol4l",1.58562268515628,6.85548492953991,65.1260397009656,1.25035818901935e-18,1.26213974994823e-16,33.1989572251263,"up"
"Gprc5a",1.7786713833414,6.17579949333714,65.0969380360855,1.25809913957296e-18,1.26213974994823e-16,33.1926319866994,"up"
"Epb41l1",1.35156069097943,8.50570450304849,64.9033566310469,1.31091683038312e-18,1.30559716788301e-16,33.150479179386,"up"
"Adgrl1",-1.78084683417095,7.07782307571725,-64.8605093036051,1.32292581077867e-18,1.30807858585195e-16,33.1411307077059,"down"
"Tns3",1.16350989061841,8.77562409515488,64.6432695990792,1.38565434969098e-18,1.35751495323797e-16,33.0936302489438,"up"
"Tbc1d16",-3.39095718816842,4.22902404806085,-64.6196055343583,1.39267759317924e-18,1.35751495323797e-16,33.0884455824483,"down"
"Eps8",-1.87216585654574,6.19931604098915,-64.4530303201022,1.44320816545858e-18,1.39686288915935e-16,33.0518917682689,"down"
"Cacna1h",-2.7438709047089,4.62447586111286,-64.3102641877823,1.48808131972216e-18,1.43022305302527e-16,33.0204814587941,"down"
"Krt14",1.77364729364867,6.24593241903139,64.2472220765766,1.50837020637651e-18,1.43965556364158e-16,33.0065874620268,"up"
"Ywhah",1.31705795276588,8.05564153952867,64.0700899813845,1.56698043581271e-18,1.480706458225e-16,32.9674700640987,"up"
"Junb",-1.37868048495981,7.70679383985505,-64.0525151846118,1.57292740760223e-18,1.480706458225e-16,32.9635825327562,"down"
"Fscn1",-1.63658068647032,6.89893227754109,-63.9539506850648,1.60673118907079e-18,1.50223901106047e-16,32.9417588101327,"down"
"Itpr1",-2.04057562154861,5.68245866792867,-63.8946101847326,1.62745758931438e-18,1.50437786999263e-16,32.9286024026122,"down"
"Met",-1.41489189066194,7.9650223989079,-63.8492176344845,1.6435056912548e-18,1.50437786999263e-16,32.9185295080851,"down"
"Bgn",-1.44736623952758,9.77584405505293,-63.8457127519046,1.64475184429379e-18,1.50437786999263e-16,32.9177514315051,"down"
"Mtss1",-1.45164557898482,7.13527297011525,-63.8231405457813,1.65280164703789e-18,1.50437786999263e-16,32.9127393460623,"down"
"Zswim4",-1.86125855594884,7.42280348238384,-63.4930286582731,1.77547976337016e-18,1.60540749129997e-16,32.839220113277,"down"
"Slc38a1",1.46756673679257,8.07265419473904,63.3788888225825,1.82013896801752e-18,1.63503202460345e-16,32.8137042161444,"up"
"Elf4",1.50560338509226,6.5672492648552,63.2415589818027,1.8754736609206e-18,1.67379935036966e-16,32.7829385718682,"up"
"Tyro3",1.60973862640505,6.72750208602522,63.0980404001781,1.93523425734312e-18,1.71599094405961e-16,32.750709568751,"up"
"Gabbr1",-1.81079085976263,6.13549952673955,-63.0253706271228,1.96626928993378e-18,1.73233366159294e-16,32.7343605214399,"down"
"Nt5dc2",-3.93140939069639,5.04842993546948,-62.6922585200012,2.11551922830588e-18,1.85195517667745e-16,32.6591575744593,"down"
"Mxra8",-1.39247247251907,7.67140489019613,-62.6295266174121,2.14496118550616e-18,1.86584471731625e-16,32.6449472570917,"down"
"Tnc",-3.04169871335312,6.65535950678169,-62.4764687398515,2.21865502546403e-18,1.91781098553319e-16,32.6102116239158,"down"
"Cyp51",1.30207458548892,8.25359193442844,62.4010203701571,2.25597624587468e-18,1.92933597192111e-16,32.5930553919738,"up"
"Adgrg1",2.50570586506812,5.26626587805355,62.3928395193161,2.26006323835346e-18,1.92933597192111e-16,32.5911938069962,"up"
"Gm42047",-1.63297889561392,9.39350932216963,-62.3273655415427,2.29306012992638e-18,1.94542089047581e-16,32.5762854960922,"down"
"Myh10",-1.31363838368817,8.02179286984807,-62.2971606400602,2.30845621519742e-18,1.94646762096156e-16,32.569402224474,"down"
"Mapkapk3",2.73657765806613,5.21208976662354,62.2609633709244,2.32705285033835e-18,1.95018380335672e-16,32.5611486561861,"up"
"Rcan2",-2.06643609428994,6.27233842732618,-62.0219813272741,2.45393454142039e-18,2.04405311135042e-16,32.5065272886476,"down"
"Ddah1",-2.48131127659255,5.76217763480898,-61.9572563458751,2.48956091249551e-18,2.05435058240419e-16,32.4916949837859,"down"
"Trim26",-1.48949916959174,6.86748513351262,-61.9453198789529,2.49619140906213e-18,2.05435058240419e-16,32.4889578213026,"down"
"Krt80",3.80026841380534,3.76697474759419,61.7587021896825,2.60235319240827e-18,2.12897275455114e-16,32.4460906493169,"up"
"Lamc2",2.53823270925738,5.19496774352453,61.6660748862367,2.65683464702774e-18,2.15606913067076e-16,32.4247620196574,"up"
"Antxr1",-1.84617539280252,6.25639753175164,-61.6322866947049,2.6770114258376e-18,2.15606913067076e-16,32.4169733051238,"down"
"Tkfc",-1.56526916823649,6.44369914899931,-61.5940651501815,2.70003378027543e-18,2.15606913067076e-16,32.4081571147278,"down"
"Cgnl1",1.74525877336162,6.72373637073239,61.5868312064445,2.70441490911327e-18,2.15606913067076e-16,32.4064878718377,"up"
"Scd2",1.45312296273276,11.8892611701988,61.5711942925387,2.71391123112661e-18,2.15606913067076e-16,32.4028789135432,"up"
"Ppp1cc",1.24664590363534,8.56186798351291,61.2984764484589,2.88541143551754e-18,2.27914337757201e-16,32.3397779927849,"up"
"Evpl",2.45864107831635,5.52279758332923,61.2296556299544,2.93050145262899e-18,2.29603848248447e-16,32.3238068557829,"up"
"Pex6",-1.61800284621986,6.42677284028121,-61.2149826113119,2.94021225929327e-18,2.29603848248447e-16,32.320399226355,"down"
"Hprt",1.53493064123696,6.35800516726029,61.0184579213018,3.07365341893995e-18,2.3866831971701e-16,32.2746743126719,"up"
"Zfp827",-1.73703184347842,6.24285252847215,-60.9224196520365,3.14121229879412e-18,2.42543942891159e-16,32.2522719708031,"down"
"Cd44",1.67192365835753,6.58362075079823,60.8770799138012,3.17365846306915e-18,2.43680234169958e-16,32.2416826773003,"up"
"Adamts2",-2.72919563285407,5.98303962287973,-60.6417071879679,3.34797078562988e-18,2.55636169320539e-16,32.1865744627867,"down"
"Slc16a1",1.25239357335834,7.59328009070821,60.5324884905284,3.43231712225926e-18,2.60628544355421e-16,32.1609251816469,"up"
"Slit2",-2.64777471522487,4.80562436520416,-60.483323678966,3.47102654996817e-18,2.62119719245948e-16,32.1493630064696,"down"
"Rap2c",1.6578115997692,6.15601668439629,60.2926883128146,3.62560543056439e-18,2.711133012872e-16,32.104435803451,"up"
"Krt18",1.60430731816987,7.19357397378452,60.2879109894874,3.6295727180475e-18,2.711133012872e-16,32.103307979394,"up"
"Mafk",1.83977352666682,5.76129296565172,60.0443679249848,3.83811764475375e-18,2.84878595107374e-16,32.0456858709515,"up"
"Mylk3",-3.41209694899394,4.21309543462991,-59.9954549856039,3.88153024957851e-18,2.84878595107374e-16,32.0340830206117,"down"
"Itga7",-3.33057929336565,4.86364384184365,-59.9823266086934,3.89327170938646e-18,2.84878595107374e-16,32.0309670628402,"down"
"Ereg",4.11322902554562,3.21581484048281,59.9784258157347,3.89676774448387e-18,2.84878595107374e-16,32.0300410879393,"up"
"Ltbp4",-1.49819625128585,7.10274940078773,-59.9413583770697,3.93015737921623e-18,2.85291423401798e-16,32.0212387666912,"down"
"Esyt3",3.60915482408946,5.17746602007806,59.9261672367199,3.94392974726002e-18,2.85291423401798e-16,32.0176296825799,"up"
"Scara5",2.82464185373925,5.23538727474633,59.8963323631104,3.97112900822424e-18,2.8575495858133e-16,32.0105387241069,"up"
"Mri1",-1.40816417376826,7.07186166657656,-59.863413466391,4.00137335330238e-18,2.86431642540562e-16,32.0027104006746,"down"
"Lsr",1.64251592957393,7.01828846960232,59.7118291428369,4.14386356137586e-18,2.95094615479533e-16,31.9666033231183,"up"
"Fdps",1.29028133528564,7.25026214188304,59.395142789911,4.45940905899406e-18,3.15928443849559e-16,31.8908528393875,"up"
"Dchs2",-3.89207547805583,3.38179925855755,-59.2961361490177,4.56326965462606e-18,3.21628605811183e-16,31.8670823720646,"down"
"Hmcn1",5.09621769849887,3.97353338032122,59.2557414418053,4.60638690395258e-18,3.23011130652675e-16,31.8573718732753,"up"
"Has1",4.53184527275183,2.99789407653933,59.2148980809502,4.65042737661066e-18,3.24444029767192e-16,31.8475463501047,"up"
"Clu",-1.30154139382054,7.99021637774679,-59.1460185515221,4.72572428795902e-18,3.2803209400863e-16,31.8309599151746,"down"
"Serpinh1",-1.25277442175689,10.5859822657829,-59.0915728618936,4.78616723516143e-18,3.30558203417381e-16,31.8178346363735,"down"
"Eno3",-2.2886757809319,5.26176386921313,-58.8770138390997,5.03255199183231e-18,3.45836972878716e-16,31.7659850237596,"down"
"Rin3",6.95945404908739,1.7544077499818,58.315706342804,5.74374796190484e-18,3.91016283645653e-16,31.6293846838211,"up"
"Mfsd6",1.90664620198271,5.79266780583824,58.313393344927,5.74689241097365e-18,3.91016283645653e-16,31.6288189022939,"up"
"Vcam1",-4.14469588324476,5.32292516467507,-58.2817725632694,5.79006542973626e-18,3.92013099833967e-16,31.6210817623108,"down"
"Wnt10a",1.79650371361611,6.98081993422019,58.1980905060181,5.90600592581774e-18,3.9790267374725e-16,31.6005844510998,"up"
"Ptpn13",-1.28043117322464,8.05369794625722,-58.1524780388376,5.97024723873819e-18,4.00268673410818e-16,31.5893988183426,"down"
"Tnip1",1.22449281484687,7.84508247834519,58.1050032833336,6.03790770752644e-18,4.02839822972055e-16,31.5777465892646,"up"
"Palm3",-1.80921384796465,6.23527072814707,-58.0487550621686,6.11913755296993e-18,4.06287084676419e-16,31.5639278999197,"down"
"Abca9",-3.50045219751273,4.701423268596,-57.8793088846553,6.37100025852366e-18,4.19634942176082e-16,31.5222133847365,"down"
"Inpp5j",2.07361238479215,5.72321545505543,57.8725754012707,6.38123566027366e-18,4.19634942176082e-16,31.5205530478493,"up"
"Gstt1",-5.27179827001415,3.2202405072311,-57.7284066297845,6.60466576254286e-18,4.32259648763757e-16,31.4849547468072,"down"
"Tnpo2",-1.10582782839098,8.10108603164756,-57.5365633755091,6.91507479733156e-18,4.50430274950355e-16,31.4374380344122,"down"
"C77080",1.404069683195,7.48697551383217,57.4317788232093,7.09119234857084e-18,4.59723337918668e-16,31.4114134399826,"up"
"Adgrb2",2.31437778561924,5.31334412854341,57.2815209357917,7.35218096437729e-18,4.74405517250711e-16,31.3740069521353,"up"
